cod_anuncio;prioridade;cep_2dig;Estado;Cidade
28596;3;58;PB;João Pessoa
164586;3;88;SC;Ituporanga
164588;1;2;SP;São Paulo
28608;3;15;SP;São Jose do Rio Preto
191696;3;17;SP;Jau
191686;3;5;SP;São Paulo
191659;1;3;SP;São Paulo
164137;2;4;SP;São Paulo
164147;3;2;SP;São Paulo
28619;3;88;SC;Itapema
164156;3;13;SP;Piracicaba
164159;3;88;SC;Florianopolis
164211;3;5;SP;São Paulo
164212;1;4;SP;São Paulo
28650;3;27;RJ;Barra Mansa
164214;3;29;ES;Serra
28660;3;38;MG;Uberlândia
164224;3;60;CE;Fortaleza
164242;3;12;SP;São Jose dos Campos
164273;1;3;SP;São Paulo
164284;3;12;SP;Caçapava
164285;3;9;SP;São Bernardo do Campo
164291;3;12;SP;Bragança Paulista
164303;3;12;SP;Bragança Paulista
164307;3;12;SP;Bragança Paulista
164314;3;13;SP;Jundiai­
28706;3;13;SP;Campinas
164318;3;13;SP;Jundiai­
164322;3;59;RN;Natal
164328;3;4;SP;São Paulo
164332;3;2;SP;São Paulo
164344;3;7;SP;Guarulhos
164349;3;4;SP;São Paulo
28732;1;2;SP;São Paulo
164357;3;20;RJ;Rio de Janeiro
28744;3;95;RS;Osorio
164377;1;9;SP;São Bernardo do Campo
164384;3;4;SP;São Paulo
28766;3;83;PR;São Jose dos Pinhais
164401;3;12;SP;Bragança Paulista
28769;3;36;MG;Juiz de Fora
191638;3;5;SP;São Paulo
191619;3;3;SP;São Paulo
163823;3;17;SP;Bauru
163838;3;82;PR;Curitiba
163854;1;35;MG;Divinopolis
163863;3;89;SC;Canoinhas
163865;3;89;SC;Canoinhas
163868;3;88;SC;São Jose
163878;3;22;RJ;Rio de Janeiro
163895;1;18;SP;Sorocaba
28824;3;85;PR;Realeza
28826;3;85;PR;Realeza
163922;3;11;SP;Santos
163927;3;8;SP;Mogi das Cruzes
28843;3;83;PR;Fazenda Rio Grande
163932;1;21;RJ;Rio de Janeiro
163947;3;89;SC;Itapiranga
163957;3;5;SP;São Paulo
163992;2;89;SC;Blumenau
164001;3;1;SP;São Paulo
164007;3;13;SP;Saltinho
164008;3;2;SP;São Paulo
164028;3;89;SC;Joinville
164035;3;6;SP;Barueri
28886;2;7;SP;Guarulhos
164040;1;9;SP;Santo Andre
164050;3;18;SP;Sorocaba
164054;3;92;RS;Canoas
28897;3;59;RN;Natal
164060;3;38;MG;Uberlândia
164086;3;9;SP;Diadema
164088;3;14;SP;Araraquara
164097;3;88;SC;Itajai­
164100;3;91;RS;Porto Alegre
164106;3;4;SP;São Paulo
28938;3;50;PE;Recife
164108;3;89;SC;Joinville
164111;2;87;PR;Maringá
164115;2;4;SP;São Paulo
164117;3;83;PR;São Jose dos Pinhais
164119;3;83;PR;São Jose dos Pinhais
164128;1;50;PE;Recife
164129;3;13;SP;Americana
191610;3;13;SP;Jundiai­
163586;3;80;PR;Curitiba
163612;3;1;SP;São Paulo
163615;3;17;SP;Tupã
28989;3;81;PR;Curitiba
163623;1;3;SP;São Paulo
163625;3;12;SP;Taubate
163628;3;19;SP;Presidente Prudente
29017;2;6;SP;Osasco
163640;3;82;PR;Curitiba
163642;3;14;SP;Araraquara
163652;3;91;RS;Porto Alegre
163655;3;88;SC;Itajai­
163656;3;4;SP;São Paulo
163657;3;12;SP;São Jose dos Campos
163660;3;4;SP;São Paulo
29044;3;38;MG;Unai­
163664;3;13;SP;Americana
163665;3;13;SP;Americana
163669;3;12;SP;São Jose dos Campos
163672;3;82;PR;Curitiba
29068;3;15;SP;Fernandopolis
29069;1;88;SC;Itajai­
163674;3;89;SC;Blumenau
29079;3;4;SP;São Paulo
29083;3;92;RS;Canoas
163677;3;82;PR;Curitiba
163680;3;79;MS;Dourados
163686;3;19;SP;Assis
163694;3;9;SP;São Bernardo do Campo
163697;3;12;SP;São Jose dos Campos
163708;3;12;SP;Guaratinguetá
163718;1;29;ES;Vitoria
29142;2;13;SP;Campinas
163743;3;91;RS;Porto Alegre
163751;1;71;DF;Brasi­lia
163758;3;97;RS;Santa Maria
163776;3;21;RJ;Rio de Janeiro
163782;3;93;RS;Novo Hamburgo
163787;3;15;SP;Bady Bassitt
29166;3;9;SP;São Bernardo do Campo
29170;1;6;SP;Osasco
29175;3;6;SP;Cotia
163799;3;21;RJ;Rio de Janeiro
163802;1;15;SP;São Jose do Rio Preto
191573;3;78;MT;Sorriso
191561;1;15;SP;Catanduva
163386;3;3;SP;São Paulo
163388;3;18;SP;Lençois Paulista
163394;3;29;ES;Vitoria
163395;1;6;SP;Osasco
163404;3;13;SP;Americana
163416;3;89;SC;Rio dos Cedros
163426;3;93;RS;Sapiranga
163428;3;71;DF;Brasi­lia
163435;3;85;PR;Pato Branco
163446;3;91;RS;Porto Alegre
163452;3;51;PE;Recife
163456;3;89;SC;Joinville
163459;3;2;SP;São Paulo
163462;3;36;MG;Manhuaçu
163470;3;89;SC;Blumenau
163475;3;5;SP;São Paulo
163509;3;87;PR;Maringá
163511;3;37;MG;Passos
163513;3;37;MG;Passos
163514;3;80;PR;Curitiba
163517;3;11;SP;Santos
163526;3;71;DF;Brasi­lia
163532;3;15;SP;São Jose do Rio Preto
29311;3;83;PR;Pinhais
163541;3;19;SP;Rancharia
29316;3;8;SP;Mogi das Cruzes
163550;1;4;SP;São Paulo
163552;3;38;MG;Araguari
29328;2;9;SP;Mauá
29333;1;9;SP;São Caetano do Sul
163556;3;14;SP;Araraquara
29337;3;79;MS;Campo Grande
163558;3;91;RS;Porto Alegre
163561;3;91;RS;Porto Alegre
163567;3;16;SP;Birigui
163576;3;4;SP;São Paulo
29364;2;89;SC;Rio do Sul
29365;2;2;SP;São Paulo
191506;1;8;SP;Mogi das Cruzes
29367;3;1;SP;São Paulo
163143;3;14;SP;Araraquara
163145;3;4;SP;São Paulo
163147;1;27;RJ;Valença
163151;3;88;SC;Lages
163153;3;9;SP;São Bernardo do Campo
163156;3;4;SP;São Paulo
163160;1;72;GO;Valparai­so de Goiás
163187;3;20;RJ;Rio de Janeiro
29399;1;5;SP;São Paulo
29403;3;2;SP;São Paulo
29405;3;60;CE;Fortaleza
