cod_anuncio;prioridade;cep_2dig;Estado;Cidade
88720;3;78;MT;Várzea Grande
88725;1;18;SP;Sorocaba
81363;1;95;RS;Caxias do Sul
88744;3;3;SP;São Paulo
88758;3;80;PR;Curitiba
88761;3;3;SP;São Paulo
88762;3;76;RO;Porto Velho
88780;3;21;RJ;Rio de Janeiro
88782;3;14;SP;Sertãozinho
88787;1;22;RJ;Rio de Janeiro
88800;1;30;MG;Belo Horizonte
88813;2;35;MG;Pará de Minas
81411;3;27;RJ;Resende
88816;1;22;RJ;Rio de Janeiro
81421;3;49;SE;Aracaju
88822;3;3;SP;São Paulo
88826;3;13;SP;Limeira
88830;3;2;SP;São Paulo
81438;3;2;SP;São Paulo
88836;3;14;SP;Ibitinga
88839;3;3;SP;São Paulo
88850;3;91;RS;Porto Alegre
88853;1;30;MG;Belo Horizonte
88862;3;21;RJ;Rio de Janeiro
88877;3;88;SC;Criciuma
81454;3;8;SP;Mogi das Cruzes
81461;3;9;SP;São Caetano do Sul
88879;1;4;SP;São Paulo
81465;3;9;SP;São Bernardo do Campo
88883;3;82;PR;Curitiba
88895;3;92;RS;Canoas
81469;3;37;MG;Conceição dos Ouros
88897;3;38;MG;Uberaba
88906;3;71;DF;Brasi­lia
88907;3;14;SP;Ribeirão Preto
88920;1;80;PR;Curitiba
88936;3;4;SP;São Paulo
88941;3;59;RN;Natal
81494;1;74;GO;Goiânia
81500;3;60;CE;Fortaleza
88945;3;80;PR;Curitiba
88959;3;13;SP;Mogi Mirim
88963;3;13;SP;Valinhos
81507;3;84;PR;Ponta Grossa
81509;3;84;PR;Ponta Grossa
88966;1;22;RJ;Rio de Janeiro
88967;3;27;RJ;Volta Redonda
88968;2;20;RJ;Rio de Janeiro
81526;1;31;MG;Belo Horizonte
88970;3;89;SC;Joinville
88982;3;84;PR;Ponta Grossa
88983;3;36;MG;Barbacena
81540;3;60;CE;Fortaleza
81541;3;88;SC;Itajai­
88984;3;74;GO;Goiânia
88995;3;15;SP;São Jose do Rio Preto
89000;3;88;SC;Balneário Camboriu
89001;3;9;SP;São Bernardo do Campo
89010;3;6;SP;Barueri
89012;3;77;TO;Gurupi
89013;3;59;RN;Natal
89021;3;87;PR;Maringá
81561;3;89;SC;Caçador
89061;3;60;CE;Fortaleza
89063;3;90;RS;Porto Alegre
89081;3;88;SC;Braço do Norte
89086;3;95;RS;Caxias do Sul
89098;3;13;SP;Campinas
89102;3;74;GO;Goiânia
89104;3;96;RS;Santa Cruz do Sul
81588;3;81;PR;Curitiba
81590;3;60;CE;Fortaleza
89110;1;36;MG;Juiz de Fora
89112;3;37;MG;Passos
81594;3;6;SP;Osasco
81606;1;13;SP;Valinhos
89113;1;3;SP;São Paulo
89126;3;13;SP;Jundiai­
89129;3;81;PR;Curitiba
89133;3;35;MG;Sete Lagoas
81625;3;81;PR;Curitiba
89143;3;59;RN;Natal
89150;3;37;MG;Piumhi
89154;3;13;SP;Jundiai­
89156;1;12;SP;Taubate
81642;3;13;SP;Hortolândia
89158;3;90;RS;Porto Alegre
89160;3;74;GO;Goiânia
89162;1;11;SP;Santos
89164;3;3;SP;São Paulo
81673;2;21;RJ;Rio de Janeiro
81677;1;74;GO;Aparecida de Goiânia
89168;3;69;AM;Manaus
89174;1;59;RN;Natal
89177;3;35;MG;Pará de Minas
89180;3;21;RJ;Rio de Janeiro
81686;3;88;SC;Tijucas
89181;1;37;MG;Itajubá
89185;3;45;BA;Eunápolis
89219;3;84;PR;Ponta Grossa
81700;3;82;PR;Curitiba
89258;1;52;PE;Recife
89270;3;13;SP;São Jose do Rio Pardo
89273;2;7;SP;Guarulhos
81713;3;6;SP;Osasco
89301;3;13;SP;Jundiai­
81722;3;89;SC;Jaraguá do Sul
89305;3;89;SC;Curitibanos
89306;3;88;SC;São Jose
89309;3;19;SP;Assis
89332;3;88;SC;Tijucas
89334;3;4;SP;São Paulo
89341;3;18;SP;Lençois Paulista
89345;3;88;SC;Itajai­
89357;3;80;PR;Curitiba
89358;3;81;PR;Curitiba
89372;3;60;CE;Fortaleza
81757;3;14;SP;Franca
89375;3;85;PR;Medianeira
89380;3;79;MS;Campo Grande
81762;3;21;RJ;Rio de Janeiro
89384;3;88;SC;Içara
89386;3;12;SP;São Jose dos Campos
89394;3;60;CE;Fortaleza
89405;3;80;PR;Curitiba
89432;3;4;SP;São Paulo
89437;1;2;SP;São Paulo
81781;3;17;SP;Barra Bonita
89468;3;23;RJ;Itaguai­
89474;1;80;PR;Curitiba
89476;3;8;SP;São Paulo
89494;3;6;SP;Osasco
81803;3;5;SP;São Paulo
89498;3;17;SP;Mari­lia
89507;1;9;SP;São Bernardo do Campo
89510;3;13;SP;Campinas
89532;3;8;SP;São Paulo
81821;3;3;SP;São Paulo
89535;1;58;PB;João Pessoa
89541;3;83;PR;São Jose dos Pinhais
89552;3;83;PR;São Jose dos Pinhais
89554;3;36;MG;Juiz de Fora
81854;3;37;MG;Cambui­
89565;3;15;SP;Catanduva
81859;3;19;SP;Presidente Prudente
81866;3;18;SP;Lençois Paulista
89569;3;14;SP;Araraquara
89586;3;27;RJ;Volta Redonda
89589;3;6;SP;Osasco
89592;3;4;SP;São Paulo
81892;3;8;SP;São Paulo
89598;3;81;PR;Curitiba
89605;3;85;PR;Francisco Beltrão
89651;3;36;MG;Viçosa
89659;3;59;RN;Mossoro
89664;3;88;SC;Balneário Camboriu
81915;3;53;PE;Olinda
89666;3;3;SP;São Paulo
89677;3;29;ES;Vila Velha
89680;3;59;RN;Natal
89681;1;29;ES;Serra
89691;3;88;SC;Florianopolis
89700;3;21;RJ;Rio de Janeiro
81933;1;4;SP;São Paulo
89708;3;89;SC;Rio do Sul
89709;3;91;RS;Porto Alegre
89711;3;85;PR;Cascavel
81943;3;2;SP;São Paulo
89728;3;9;SP;Santo Andre
163820;1;13;SP;Campinas
163951;1;13;SP;Campinas
163960;1;14;SP;Ribeirão Preto
81958;1;5;SP;São Paulo
163973;3;6;SP;Barueri
81978;1;22;RJ;Rio de Janeiro
163991;3;9;SP;Rio Grande da Serra
164082;1;80;PR;Curitiba
164090;3;25;RJ;São João de Meriti
164127;2;13;SP;Americana
182716;3;8;SP;Mogi das Cruzes
82009;3;13;SP;Campinas
182718;3;13;SP;Campinas
163583;3;12;SP;São Jose dos Campos
163597;3;19;SP;Presidente Prudente
163604;3;80;PR;Curitiba
163614;3;32;MG;Contagem
163620;3;32;MG;Contagem
163780;3;5;SP;São Paulo
193153;3;2;SP;São Paulo
182559;3;7;SP;Guarulhos
82041;1;5;SP;São Paulo
182577;3;21;RJ;Rio de Janeiro
82048;3;36;MG;Juiz de Fora
182609;3;21;RJ;Rio de Janeiro
188823;1;4;SP;São Paulo
82053;3;3;SP;São Paulo
163219;1;9;SP;Santo Andre
163225;3;61;CE;Eusebio
163244;3;3;SP;São Paulo
163356;3;81;PR;Curitiba
163382;3;18;SP;Lençois Paulista
182462;1;13;SP;Campinas
182472;3;13;SP;Jundiai­
182443;2;9;SP;São Caetano do Sul
86786;1;82;PR;Curitiba
86811;3;89;SC;Chapeco
86820;3;4;SP;São Paulo
86822;1;51;PE;Recife
86825;3;72;DF;Brasi­lia
86829;3;4;SP;São Paulo
86835;1;51;PE;Recife
86850;3;97;RS;Uruguaiana
82123;3;30;MG;Belo Horizonte
86851;3;83;PR;São Jose dos Pinhais
82139;1;95;RS;Caxias do Sul
86858;3;51;PE;Recife
86859;3;11;SP;Praia Grande
86869;3;89;SC;Blumenau
86873;3;89;SC;Jaraguá do Sul
86877;1;17;SP;Bauru
86886;3;7;SP;Guarulhos
82162;2;1;SP;São Paulo
86888;3;51;PE;Recife
82172;3;87;PR;Maringá
86894;3;91;RS;Porto Alegre
86903;3;5;SP;São Paulo
86904;3;13;SP;Campinas
86910;3;95;RS;Venâncio Aires
86926;3;71;DF;Brasi­lia
82199;3;4;SP;São Paulo
86930;3;13;SP;Indaiatuba
86950;3;91;RS;Porto Alegre
86954;3;92;RS;Canoas
86963;3;80;PR;Curitiba
86973;2;80;PR;Curitiba
86976;1;80;PR;Curitiba
86990;3;51;PE;Recife
82225;3;71;DF;Brasi­lia
86993;3;88;SC;São Jose
86999;1;80;PR;Curitiba
82230;3;13;SP;Jundiai­
87005;3;12;SP;Bragança Paulista
87012;3;71;DF;Brasi­lia
87014;3;85;PR;Cascavel
82239;3;4;SP;São Paulo
87017;3;15;SP;São Jose do Rio Preto
87025;3;69;AM;Manaus
87026;3;31;MG;Belo Horizonte
82254;3;9;SP;São Bernardo do Campo
87031;3;31;MG;Belo Horizonte
87032;3;14;SP;Araraquara
87035;3;91;RS;Porto Alegre
87040;3;88;SC;São Jose
87041;3;97;RS;Uruguaiana
87053;3;91;RS;Porto Alegre
87054;3;59;RN;Parnamirim
87067;3;13;SP;Rio Claro
82290;3;74;GO;Goiânia
87070;3;95;RS;Caxias do Sul
87083;1;93;RS;Novo Hamburgo
87089;3;25;RJ;São João de Meriti
87136;3;4;SP;São Paulo
87147;2;89;SC;Joinville
87156;3;69;AM;Manaus
87166;1;13;SP;Leme
82326;3;18;SP;Sorocaba
82327;3;18;SP;Sorocaba
87191;1;90;RS;Porto Alegre
87192;3;81;PR;Curitiba
87212;1;13;SP;São Carlos
87217;3;21;RJ;Rio de Janeiro
82345;3;12;SP;Lorena
87222;3;14;SP;Araraquara
87230;3;15;SP;São Jose do Rio Preto
82360;2;20;RJ;Rio de Janeiro
87243;3;11;SP;Santos
82372;3;3;SP;São Paulo
82373;3;13;SP;Itu
82374;3;3;SP;São Paulo
87255;3;5;SP;São Paulo
87257;2;12;SP;Guaratinguetá
87260;3;89;SC;Joinville
87261;1;3;SP;São Paulo
87263;3;25;RJ;São João de Meriti
82399;3;88;SC;São Jose
87264;3;89;SC;Indaial
87266;3;88;SC;Palhoça
87270;1;30;MG;Belo Horizonte
87271;3;37;MG;Extrema
87275;3;80;PR;Curitiba
87289;3;80;PR;Curitiba
87307;1;3;SP;São Paulo
87313;3;65;MA;Imperatriz
87316;1;11;SP;Guarujá
87320;3;49;SE;Aracaju
87325;3;89;SC;Joinville
87339;3;2;SP;São Paulo
87344;3;18;SP;Itapetininga
87351;1;11;SP;Guarujá
87361;3;14;SP;Ribeirão Preto
87376;3;73;DF;Brasi­lia
87392;3;11;SP;Guarujá
87400;3;13;SP;Campinas
87412;3;3;SP;São Paulo
87417;3;13;SP;Itupeva
87420;3;65;MA;São Lui­s
87427;3;13;SP;Campinas
87433;3;13;SP;Campinas
82497;3;37;MG;Poços de Caldas
87440;3;22;RJ;Rio de Janeiro
87450;3;89;SC;Timbo
87455;3;3;SP;São Paulo
82510;1;22;RJ;Rio de Janeiro
87496;3;97;RS;Santa Maria
82515;3;18;SP;Sorocaba
87497;3;97;RS;Santa Maria
82519;3;5;SP;São Paulo
87523;3;88;SC;Tubarão
87533;3;65;MA;São Lui­s
87541;3;79;MS;Dourados
87560;3;5;SP;São Paulo
87568;3;89;SC;Gaspar
87582;3;65;MA;São Lui­s
82530;3;83;PR;São Jose dos Pinhais
87589;3;76;RO;Porto Velho
82543;3;16;SP;Araçatuba
87592;3;83;PR;São Jose dos Pinhais
87613;1;17;SP;Mari­lia
87618;3;79;MS;Campo Grande
87619;3;79;MS;Campo Grande
87623;3;2;SP;São Paulo
87650;3;6;SP;Osasco
87655;3;14;SP;Bebedouro
87657;3;80;PR;Curitiba
87684;3;4;SP;São Paulo
87690;3;13;SP;São Carlos
82586;3;59;RN;Natal
87720;3;4;SP;São Paulo
87722;3;69;AM;Manaus
87727;3;69;AM;Manaus
87738;3;69;AM;Manaus
87741;3;69;AM;Manaus
82608;3;8;SP;Mogi das Cruzes
87750;3;9;SP;São Bernardo do Campo
87765;3;6;SP;Barueri
87776;3;71;DF;Brasi­lia
87799;3;3;SP;São Paulo
87830;3;7;SP;Guarulhos
82623;3;49;SE;Aracaju
87846;3;9;SP;Santo Andre
87847;3;13;SP;Santo Anti´nio de Posse
82628;3;51;PE;Recife
82638;1;6;SP;Cotia
82642;3;13;SP;Piracicaba
82643;3;20;RJ;Rio de Janeiro
87851;3;88;SC;Itajai­
82648;3;37;MG;Poços de Caldas
87864;3;89;SC;Joinville
87865;3;89;SC;Joinville
87896;3;16;SP;Araçatuba
87915;1;41;BA;Salvador
87921;3;37;MG;Pouso Alegre
87923;3;37;MG;Pouso Alegre
87930;3;60;CE;Fortaleza
82682;3;19;SP;Assis
87946;3;12;SP;Pindamonhangaba
82684;3;99;RS;Passo Fundo
87964;3;89;SC;Chapeco
87965;3;85;PR;Pato Branco
87970;3;85;PR;Guarapuava
87979;3;13;SP;Campinas
87988;3;3;SP;São Paulo
87997;3;47;BA;Barreiras
88004;3;80;PR;Curitiba
82715;3;38;MG;Uberlândia
82719;1;5;SP;São Paulo
88019;3;85;PR;Cafelândia
88022;1;71;DF;Brasi­lia
88047;3;85;PR;Francisco Beltrão
88056;3;81;PR;Curitiba
82734;3;37;MG;Guaxupe
88063;3;89;SC;São Bento do Sul
82738;1;6;SP;Cotia
88068;3;74;GO;Goiânia
82745;3;30;MG;Belo Horizonte
88075;3;35;MG;Divinopolis
82755;3;90;RS;Porto Alegre
88080;3;14;SP;Jaboticabal
88081;3;30;MG;Belo Horizonte
88087;3;62;CE;Sobral
88094;3;13;SP;Campinas
88110;3;13;SP;Campinas
88116;3;92;RS;Canoas
88130;3;84;PR;Ponta Grossa
82784;3;13;SP;Indaiatuba
88153;3;12;SP;São Jose dos Campos
88154;3;75;GO;Itumbiara
88169;2;2;SP;São Paulo
82801;3;11;SP;Santos
88171;3;90;RS;Porto Alegre
88183;3;88;SC;São Jose
82809;3;12;SP;São Jose dos Campos
82811;2;9;SP;São Caetano do Sul
88185;3;18;SP;Sorocaba
88197;3;4;SP;São Paulo
88198;3;21;RJ;Rio de Janeiro
82821;3;31;MG;Belo Horizonte
82823;3;15;SP;São Jose do Rio Preto
82833;3;7;SP;Guarulhos
88210;3;88;SC;Tijucas
82838;3;18;SP;Itapetininga
88213;3;13;SP;Limeira
88220;1;68;PA;Castanhal
88226;3;13;SP;Rio Claro
88234;3;89;SC;Xaxim
88243;1;3;SP;São Paulo
88258;3;13;SP;Campinas
88261;3;18;SP;Sorocaba
88262;3;73;DF;Brasi­lia
82861;3;87;PR;Maringá
88263;3;89;SC;Rio do Sul
88274;3;12;SP;São Jose dos Campos
82874;3;14;SP;Ribeirão Preto
88284;3;16;SP;Araçatuba
88291;3;14;SP;Ribeirão Preto
88300;3;95;RS;Caxias do Sul
88302;1;87;PR;Maringá
88312;3;29;ES;Vila Velha
88316;3;18;SP;Sorocaba
82891;3;31;MG;Belo Horizonte
82892;3;4;SP;São Paulo
82895;3;21;RJ;Rio de Janeiro
88319;1;89;SC;Joinville
88326;3;3;SP;São Paulo
88332;1;89;SC;Joinville
88355;3;88;SC;Tijucas
88361;3;9;SP;Mauá
88372;3;2;SP;São Paulo
82916;3;89;SC;Blumenau
88374;1;13;SP;Americana
88375;3;17;SP;Jau
88376;1;2;SP;São Paulo
162940;3;35;MG;Ipatinga
162975;3;9;SP;São Caetano do Sul
163005;1;81;PR;Curitiba
163008;3;31;MG;Belo Horizonte
163019;1;3;SP;São Paulo
82962;3;59;RN;Natal
163027;3;9;SP;Santo Andre
163074;1;8;SP;São Paulo
163089;3;85;PR;Cascavel
82973;3;71;DF;Brasi­lia
182410;1;9;SP;São Bernardo do Campo
82985;2;22;RJ;Rio de Janeiro
162669;3;72;DF;Brasi­lia
162717;1;3;SP;São Paulo
162748;3;21;RJ;Rio de Janeiro
162820;3;12;SP;São Jose dos Campos
162821;3;89;SC;Taio
82999;3;18;SP;Avare
162849;1;9;SP;Santo Andre
83004;3;21;RJ;Rio de Janeiro
182328;3;11;SP;Praia Grande
162407;1;4;SP;São Paulo
162441;3;18;SP;São Roque
162446;3;72;DF;Brasi­lia
83018;1;8;SP;São Paulo
162526;3;13;SP;Campinas
162583;2;3;SP;São Paulo
162589;3;16;SP;Araçatuba
193022;1;2;SP;São Paulo
162193;3;29;ES;Vitoria
83041;3;88;SC;São João Batista
162337;3;14;SP;Ribeirão Preto
162359;3;94;RS;Gravatai­
162366;3;11;SP;Praia Grande
182131;3;3;SP;São Paulo
85297;3;71;DF;Brasi­lia
85300;3;71;DF;Brasi­lia
85305;3;83;PR;Rio Branco do Sul
85308;3;13;SP;Vinhedo
85313;3;12;SP;São Jose dos Campos
85318;3;96;RS;Pelotas
85321;3;88;SC;Tubarão
85328;3;65;MA;São Lui­s
85333;3;15;SP;São Jose do Rio Preto
85341;3;3;SP;São Paulo
85353;3;88;SC;Itajai­
85368;3;80;PR;Curitiba
85375;3;93;RS;Sapiranga
85376;3;93;RS;Sapiranga
85380;3;90;RS;Porto Alegre
83125;3;19;SP;Presidente Prudente
85397;3;83;PR;São Jose dos Pinhais
85399;3;96;RS;Santa Cruz do Sul
85408;1;84;PR;Ponta Grossa
85412;3;82;PR;Curitiba
85426;1;9;SP;São Bernardo do Campo
85430;3;75;GO;Anápolis
85434;3;90;RS;Porto Alegre
85437;3;2;SP;São Paulo
85475;3;22;RJ;Rio de Janeiro
85478;3;13;SP;Campinas
85481;3;5;SP;São Paulo
85488;3;80;PR;Curitiba
83177;3;37;MG;Varginha
85510;3;90;RS;Porto Alegre
85511;3;5;SP;São Paulo
85514;3;88;SC;Florianopolis
85519;3;13;SP;Mogi Guaçu
85521;3;85;PR;Cascavel
83198;3;83;PR;São Jose dos Pinhais
85539;3;13;SP;Indaiatuba
83202;3;86;PR;Londrina
85544;3;88;SC;Navegantes
85554;3;71;DF;Brasi­lia
85556;1;5;SP;São Paulo
85562;3;87;PR;Umuarama
83225;3;4;SP;São Paulo
85565;3;2;SP;São Paulo
83229;1;2;SP;São Paulo
85570;3;81;PR;Curitiba
85571;1;13;SP;Campinas
85572;1;13;SP;Campinas
85574;3;22;RJ;Rio de Janeiro
85584;3;14;SP;Ribeirão Preto
85591;3;11;SP;Praia Grande
83263;1;71;DF;Brasi­lia
85594;3;79;MS;Dourados
85602;3;9;SP;São Bernardo do Campo
85610;3;4;SP;São Paulo
85617;3;6;SP;Barueri
85618;3;15;SP;São Jose do Rio Preto
85626;3;22;RJ;Rio de Janeiro
85629;3;85;PR;Cascavel
85634;2;20;RJ;Rio de Janeiro
83291;3;6;SP;Barueri
85653;3;6;SP;Osasco
85669;3;41;BA;Salvador
83302;3;13;SP;Campinas
85688;3;81;PR;Curitiba
85701;3;89;SC;Rio do Sul
83316;3;13;SP;São Carlos
85728;3;6;SP;Osasco
83325;1;35;MG;Divinopolis
85736;3;6;SP;Osasco
85773;3;74;GO;Goiânia
85781;3;12;SP;Jacarei­
85783;3;74;GO;Goiânia
85784;3;14;SP;Ribeirão Preto
83357;3;17;SP;Bauru
83362;3;3;SP;São Paulo
85796;1;86;PR;Londrina
85803;1;27;RJ;Barra Mansa
85810;3;6;SP;Cotia
83374;1;12;SP;São Jose dos Campos
85818;3;5;SP;São Paulo
85825;3;32;MG;Betim
83378;1;93;RS;Sapucaia do Sul
85836;3;86;PR;Apucarana
85841;3;15;SP;São Jose do Rio Preto
85848;3;99;RS;Sananduva
85853;3;16;SP;Lins
83402;1;88;SC;Itajai­
83411;3;89;SC;Joinville
83413;3;88;SC;Itajai­
85854;1;4;SP;São Paulo
85862;3;13;SP;Americana
85865;3;58;PB;João Pessoa
85871;3;72;DF;Brasi­lia
83428;1;4;SP;São Paulo
83430;3;59;RN;Natal
83442;3;90;RS;Porto Alegre
85881;3;72;DF;Brasi­lia
85882;3;88;SC;São Joaquim
85887;3;29;ES;Vitoria
85893;3;85;PR;Guarapuava
85908;3;97;RS;Uruguaiana
85917;3;13;SP;Itu
85921;3;30;MG;Belo Horizonte
85927;3;23;RJ;Rio de Janeiro
83484;1;81;PR;Curitiba
85932;1;30;MG;Belo Horizonte
83487;1;52;PE;Recife
83498;3;15;SP;Votuporanga
85955;3;79;MS;Campo Grande
85974;3;13;SP;Piracicaba
85991;3;15;SP;São Jose do Rio Preto
83521;3;18;SP;Itapetininga
85999;3;13;SP;Porto Ferreira
86003;3;91;RS;Porto Alegre
83533;3;89;SC;Joinville
86028;3;8;SP;São Paulo
86035;3;89;SC;Blumenau
86038;3;13;SP;Campinas
86041;1;12;SP;Bragança Paulista
86064;3;32;MG;Contagem
86115;1;12;SP;São Jose dos Campos
86159;2;89;SC;Blumenau
86176;3;12;SP;São Jose dos Campos
86183;3;65;MA;São Lui­s
83557;1;13;SP;Campinas
86215;1;14;SP;Ribeirão Preto
86230;3;25;RJ;São João de Meriti
86243;3;4;SP;São Paulo
86245;3;6;SP;Osasco
83568;3;88;SC;Itajai­
83575;3;41;BA;Salvador
86247;3;14;SP;Bebedouro
86256;3;89;SC;Chapeco
86266;3;95;RS;Lajeado
86273;3;88;SC;Tubarão
83595;3;96;RS;Pelotas
86277;3;96;RS;Rio Grande
86279;2;6;SP;Barueri
86282;3;13;SP;Campinas
86287;3;79;MS;Campo Grande
83619;3;32;MG;Contagem
83622;3;28;RJ;Rio das Ostras
86292;3;85;PR;Guarapuava
86304;1;50;PE;Recife
86309;3;4;SP;São Paulo
83639;3;71;DF;Brasi­lia
86312;3;71;DF;Brasi­lia
86313;3;4;SP;São Paulo
86345;3;88;SC;São Jose
86347;3;3;SP;São Paulo
83659;3;31;MG;Belo Horizonte
86354;3;80;PR;Curitiba
86359;3;96;RS;Santa Cruz do Sul
86381;3;99;RS;Passo Fundo
83681;3;40;BA;Salvador
86384;3;87;PR;Cianorte
86385;3;84;PR;Castro
86391;3;13;SP;Americana
86392;3;13;SP;Campinas
83700;3;90;RS;Porto Alegre
83701;3;88;SC;Forquilhinha
86394;3;13;SP;Campinas
86395;2;9;SP;Diadema
86400;1;51;PE;Recife
86401;3;85;PR;Pato Branco
83711;3;40;BA;Salvador
86408;3;53;PE;Olinda
83716;1;2;SP;São Paulo
83717;3;13;SP;Piracicaba
86417;3;9;SP;São Bernardo do Campo
83726;3;3;SP;São Paulo
83729;3;3;SP;São Paulo
86421;3;4;SP;São Paulo
86425;3;12;SP;São Jose dos Campos
83748;3;25;RJ;Parai­ba do Sul
86434;3;9;SP;São Bernardo do Campo
86441;3;9;SP;São Bernardo do Campo
86442;3;13;SP;Campinas
86451;3;13;SP;Campinas
83767;3;86;PR;Londrina
86456;3;13;SP;Americana
83771;1;13;SP;Campinas
86461;3;4;SP;São Paulo
86462;3;3;SP;São Paulo
83784;3;89;SC;Blumenau
86466;1;4;SP;São Paulo
86467;3;2;SP;São Paulo
86471;3;76;RO;Porto Velho
86482;3;82;PR;Curitiba
83800;3;38;MG;Uberlândia
86484;3;5;SP;São Paulo
86498;3;82;PR;Curitiba
83829;3;85;PR;Guarapuava
86499;3;7;SP;Guarulhos
83835;3;71;DF;Brasi­lia
86515;3;21;RJ;Rio de Janeiro
86524;3;21;RJ;Rio de Janeiro
86525;3;81;PR;Curitiba
86531;3;4;SP;São Paulo
83854;2;14;SP;Ribeirão Preto
86551;3;76;RO;Porto Velho
86557;3;22;RJ;Rio de Janeiro
83865;3;30;MG;Belo Horizonte
86560;3;22;RJ;Rio de Janeiro
86578;1;14;SP;Ribeirão Preto
86588;3;72;DF;Brasi­lia
86592;3;20;RJ;Rio de Janeiro
86610;3;76;RO;Porto Velho
83887;1;12;SP;Guaratinguetá
86619;3;9;SP;São Bernardo do Campo
83895;1;21;RJ;Rio de Janeiro
83901;3;70;DF;Brasi­lia
86628;3;4;SP;São Paulo
86632;3;5;SP;São Paulo
86642;1;9;SP;São Bernardo do Campo
86661;3;12;SP;Taubate
86666;3;72;DF;Brasi­lia
83917;3;58;PB;Campina Grande
86676;3;29;ES;Vila Velha
86685;3;71;DF;Brasi­lia
86693;3;81;PR;Curitiba
83942;3;20;RJ;Rio de Janeiro
86697;3;7;SP;Guarulhos
86701;3;72;DF;Brasi­lia
86702;3;72;DF;Brasi­lia
86717;3;83;PR;São Jose dos Pinhais
86723;3;42;BA;Lauro de Freitas
83967;3;88;SC;Criciuma
86724;1;42;BA;Lauro de Freitas
83971;3;29;ES;Vitoria
86741;1;14;SP;Franca
86743;3;13;SP;Amparo
86745;3;88;SC;Tubarão
83981;3;18;SP;Votorantim
86762;3;3;SP;São Paulo
86776;3;93;RS;Dois Irmãos
162024;3;2;SP;São Paulo
162095;2;6;SP;Osasco
83999;3;96;RS;Santa Cruz do Sul
84001;3;4;SP;São Paulo
162124;3;6;SP;Taboão da Serra
84008;3;4;SP;São Paulo
162130;1;81;PR;Curitiba
162165;3;8;SP;Mogi das Cruzes
191217;3;3;SP;São Paulo
161752;3;5;SP;São Paulo
161762;1;1;SP;São Paulo
161789;3;87;PR;Maringá
161892;3;6;SP;Osasco
84025;3;9;SP;Santo Andre
181897;3;2;SP;São Paulo
161570;3;71;DF;Brasi­lia
161595;2;88;SC;Itajai­
161630;3;51;PE;Recife
84046;3;82;PR;Curitiba
161644;3;15;SP;São Jose do Rio Preto
161671;3;60;CE;Fortaleza
181830;1;13;SP;São Carlos
181710;3;35;MG;Divinopolis
181711;2;9;SP;Santo Andre
161271;3;73;DF;Brasi­lia
161355;1;50;PE;Recife
161537;3;8;SP;Mogi das Cruzes
188116;2;3;SP;São Paulo
188084;3;2;SP;São Paulo
83740;3;86;PR;Londrina
83744;3;74;GO;Aparecida de Goiânia
83751;3;88;SC;São Jose
83754;3;15;SP;São Jose do Rio Preto
84122;3;75;GO;Anápolis
83758;3;93;RS;Novo Hamburgo
83768;3;71;DF;Brasi­lia
83777;3;3;SP;São Paulo
83794;3;9;SP;Santo Andre
83801;3;38;MG;Uberlândia
84159;3;36;MG;Juiz de Fora
83826;3;60;CE;Fortaleza
83831;3;80;PR;Curitiba
84172;3;2;SP;São Paulo
83838;1;8;SP;São Paulo
84179;3;30;MG;Belo Horizonte
84181;3;75;GO;Anápolis
84185;3;2;SP;São Paulo
83845;3;4;SP;São Paulo
83857;3;3;SP;São Paulo
83858;3;81;PR;Curitiba
83870;3;12;SP;São Jose dos Campos
83876;3;35;MG;Sete Lagoas
83877;3;35;MG;Sete Lagoas
83883;3;35;MG;Sete Lagoas
83902;1;21;RJ;Rio de Janeiro
84231;3;81;PR;Curitiba
83918;3;12;SP;Guaratinguetá
83935;3;8;SP;Mogi das Cruzes
83940;3;71;DF;Brasi­lia
83944;3;21;RJ;Rio de Janeiro
83946;1;56;PE;Petrolina
83956;3;89;SC;Blumenau
83958;3;18;SP;Sorocaba
84253;3;81;PR;Curitiba
83968;1;53;PE;Olinda
83982;1;84;PR;Ponta Grossa
83995;1;3;SP;São Paulo
84011;3;4;SP;São Paulo
84012;3;4;SP;São Paulo
84287;3;30;MG;Belo Horizonte
84016;3;9;SP;Santo Andre
84020;3;4;SP;São Paulo
84024;3;9;SP;Santo Andre
84309;3;21;RJ;Rio de Janeiro
84310;3;71;DF;Brasi­lia
84026;3;9;SP;Santo Andre
84039;3;5;SP;São Paulo
84042;3;71;DF;Brasi­lia
84053;3;1;SP;São Paulo
84326;1;13;SP;Campinas
84054;3;5;SP;São Paulo
84067;3;12;SP;Bragança Paulista
84070;2;6;SP;Barueri
84077;3;30;MG;Belo Horizonte
84103;3;11;SP;Praia Grande
84142;1;13;SP;Rio Claro
84158;3;8;SP;Mogi das Cruzes
84165;3;79;MS;Campo Grande
84168;3;4;SP;São Paulo
84175;3;8;SP;Mogi das Cruzes
84199;3;3;SP;São Paulo
84201;3;81;PR;Curitiba
84203;3;22;RJ;Rio de Janeiro
84204;1;31;MG;Belo Horizonte
84212;3;2;SP;São Paulo
84233;3;76;RO;Cacoal
84240;3;83;PR;Campo Largo
84245;3;60;CE;Fortaleza
84251;3;13;SP;Mogi Guaçu
84436;2;1;SP;São Paulo
84437;3;78;MT;Várzea Grande
84440;3;89;SC;Blumenau
